City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Puquio,PE,-14.7,-74.1333,58.41,61,57,15.21,broken clouds
470,Turayf,SA,31.6725,38.6637,55.65,54,0,13.8,clear sky
471,Mnogovershinnyy,RU,53.9353,139.9242,20.43,95,100,15.3,snow
472,Yeovil,GB,50.9416,-2.6321,55.02,87,75,4.0,broken clouds
473,Washington,US,47.5001,-120.5015,38.89,77,99,2.08,overcast clouds
474,Kupang,ID,-10.1667,123.5833,79.3,88,100,3.33,overcast clouds
475,Mehamn,NO,71.0357,27.8492,30.38,94,100,10.42,light snow
476,Venice,US,27.0998,-82.4543,87.28,75,1,8.05,clear sky
477,Manzhouli,CN,49.6,117.4333,6.71,86,100,4.74,overcast clouds
478,Dhidhdhoo,MV,6.8833,73.1,82.17,74,72,7.67,broken clouds
479,Oranjemund,NA,-28.55,16.4333,62.78,90,28,5.1,scattered clouds
480,Rabo De Peixe,PT,37.8,-25.5833,56.71,93,20,13.8,few clouds
481,Pevek,RU,69.7008,170.3133,-33.54,97,16,0.4,few clouds
482,Katima Mulilo,NA,-17.5,24.2667,79.5,52,100,8.7,overcast clouds
483,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,11.5,scattered clouds
484,Iquitos,PE,-3.7481,-73.2472,93.24,55,75,9.22,broken clouds
485,Flagstaff,US,35.1981,-111.6513,51.12,35,1,10.36,clear sky
486,Hurricane,US,37.1753,-113.2899,57.54,24,2,3.09,clear sky
487,Bongandanga,CD,1.5,21.05,75.56,85,100,2.84,overcast clouds
488,Bilma,NE,18.6853,12.9164,68.13,11,19,8.9,few clouds
489,Takoradi,GH,4.8845,-1.7554,81.0,83,99,8.75,overcast clouds
490,Businga,CD,3.3333,20.8833,78.75,56,100,2.06,overcast clouds
491,Kamenka,RU,51.3223,42.7678,19.74,68,25,12.57,scattered clouds
492,Springbok,ZA,-29.6643,17.8865,63.9,49,78,6.85,broken clouds
493,Akdagmadeni,TR,39.6603,35.8836,40.42,54,0,4.61,clear sky
494,Kang,BW,-23.6752,22.7876,72.82,66,100,8.08,overcast clouds
495,Chokurdakh,RU,70.6333,147.9167,-37.95,97,98,2.04,overcast clouds
496,Saint-Joseph,RE,-21.3667,55.6167,77.38,76,79,14.38,broken clouds
497,Padang,ID,-0.9492,100.3543,77.43,87,100,3.13,overcast clouds
498,Yima,CN,34.7381,111.8839,33.01,62,1,3.51,clear sky
499,San Quintin,MX,30.4833,-115.95,63.81,52,0,9.86,clear sky
500,Nyazepetrovsk,RU,56.0531,59.6028,5.9,96,100,3.22,overcast clouds
501,Tenosique,MX,17.4833,-91.4333,84.54,62,2,5.64,clear sky
502,Panguna,PG,-6.3164,155.4848,71.37,94,93,1.92,overcast clouds
503,Camacupa,AO,-12.0167,17.4833,63.63,97,100,5.21,light rain
504,Veraval,IN,20.9,70.3667,74.62,60,0,3.47,clear sky
505,Tual,ID,-5.6667,132.75,84.78,71,92,11.59,overcast clouds
506,Puerto Escondido,MX,15.85,-97.0667,88.63,58,1,6.91,clear sky
507,Garissa,KE,-0.4536,39.6401,81.97,60,99,9.69,overcast clouds
508,Jumla,NP,29.2747,82.1838,37.51,39,73,5.55,broken clouds
509,Ende,ID,-8.8432,121.6623,78.98,89,100,1.97,overcast clouds
510,Kumta,IN,14.4167,74.4,79.68,60,83,7.54,broken clouds
511,Amga,RU,60.8953,131.9608,-19.68,98,100,2.35,overcast clouds
512,Alyangula,AU,-13.8483,136.4192,71.47,100,99,1.14,overcast clouds
513,Ures,MX,29.4333,-110.4,77.07,27,6,3.98,clear sky
514,Marovoay,MG,-16.1,46.6333,82.54,68,56,2.15,broken clouds
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,69,75,4.47,broken clouds
516,Skibbereen,IE,51.55,-9.2667,49.8,85,74,23.89,broken clouds
517,Wajir,KE,1.7471,40.0573,83.93,49,80,10.47,broken clouds
518,Nsanje,MW,-16.92,35.262,85.82,56,98,4.92,overcast clouds
519,Horsham,GB,51.064,-0.3272,53.58,90,75,9.22,broken clouds
520,Keflavik,IS,64.0049,-22.5624,41.43,93,75,24.16,broken clouds
521,Ler,SS,8.3018,30.1418,80.29,27,73,5.35,broken clouds
522,San Angelo,US,31.4638,-100.437,66.88,19,1,4.0,clear sky
523,Micheweni,TZ,-4.9667,39.8333,78.8,84,27,9.46,light rain
524,Cavalcante,BR,-13.7975,-47.4583,77.31,82,100,2.59,heavy intensity rain
525,Ponta Delgada,PT,37.7333,-25.6667,57.92,62,20,13.8,few clouds
526,Ketchikan,US,55.3422,-131.6461,36.07,55,20,11.5,few clouds
527,Banda Aceh,ID,5.5577,95.3222,78.04,84,17,11.07,few clouds
528,Eldorado,BR,-23.7869,-54.2836,73.15,87,100,12.21,overcast clouds
529,Hove,GB,50.8309,-0.1672,53.56,90,75,15.01,broken clouds
530,Garhi Khairo,PK,28.0606,67.9803,62.51,22,100,3.71,overcast clouds
531,Gigmoto,PH,13.7796,124.39,78.85,87,83,17.22,broken clouds
532,Portland,US,45.5234,-122.6762,44.83,91,75,3.0,broken clouds
533,Dunedin,NZ,-45.8742,170.5036,55.4,68,37,2.35,scattered clouds
534,Belmonte,BR,-15.8631,-38.8828,84.2,73,88,9.08,overcast clouds
535,Manakara,MG,-22.1333,48.0167,73.89,83,0,4.79,clear sky
536,Siverek,TR,37.755,39.3167,43.41,47,100,4.03,overcast clouds
537,Houston,US,29.7633,-95.3633,63.3,47,1,1.99,clear sky
538,Coolum Beach,AU,-26.5333,153.1,71.33,94,27,10.47,scattered clouds
539,Seoul,KR,37.5683,126.9778,26.04,54,0,9.22,clear sky
540,Indramayu,ID,-6.3264,108.32,80.94,79,100,1.48,overcast clouds
541,Togur,RU,58.3631,82.8265,-7.49,100,93,3.22,overcast clouds
542,Mandera,KE,3.9366,41.867,90.36,31,97,7.52,overcast clouds
543,Kalmunai,LK,7.4167,81.8167,77.31,89,100,7.31,overcast clouds
544,Road Town,VG,18.4167,-64.6167,82.49,78,40,8.05,scattered clouds
545,Ulaangom,MN,49.9811,92.0667,-3.84,92,100,3.89,overcast clouds
546,Sao Raimundo Nonato,BR,-9.0153,-42.6994,85.1,57,100,1.43,overcast clouds
547,Charters Towers,AU,-20.1,146.2667,74.53,80,85,9.1,overcast clouds
548,Grootfontein,NA,-19.5667,18.1167,71.17,53,93,3.44,overcast clouds
549,Salamiyah,SY,35.0113,37.0532,57.74,44,99,9.66,overcast clouds
550,Ostersund,SE,63.1792,14.6357,30.65,93,90,8.05,overcast clouds
551,Tazovskiy,RU,67.4667,78.7,-22.54,91,83,6.15,broken clouds
552,Aberdeen,GB,57.1437,-2.0981,47.19,100,90,6.91,overcast clouds
553,Bilibino,RU,68.0546,166.4372,-36.31,96,13,5.06,few clouds
554,Anadyr,RU,64.75,177.4833,-30.5,75,40,11.18,light snow
555,Cocora,RO,44.7333,27.05,46.63,80,89,11.27,overcast clouds
556,Okhotsk,RU,59.3833,143.3,-0.92,76,100,18.14,overcast clouds
557,Sonamura,IN,23.4719,91.2664,58.28,61,0,5.19,clear sky
558,Kindu,CD,-2.95,25.95,70.72,94,100,1.86,overcast clouds
559,Deputatskiy,RU,69.3,139.9,-29.83,98,99,1.1,overcast clouds
560,Popondetta,PG,-8.7537,148.2534,72.72,95,100,3.15,moderate rain
561,Vicuna,CL,-30.0319,-70.7081,60.53,37,1,10.6,clear sky
562,Joshimath,IN,30.5667,79.5667,42.6,38,100,6.51,overcast clouds
563,Diffa,NE,13.3154,12.6113,75.79,18,100,8.9,overcast clouds
564,Morant Bay,JM,17.8815,-76.4093,87.62,67,12,7.25,few clouds
565,Tabou,CI,4.423,-7.3528,80.19,82,14,7.54,few clouds
566,Great Yarmouth,GB,52.6083,1.7305,53.94,87,100,11.01,overcast clouds
567,Borogontsy,RU,62.6683,131.1683,-32.82,100,96,2.53,overcast clouds
568,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,13.8,clear sky
569,Araouane,ML,18.9048,-3.5265,73.85,8,21,7.85,few clouds
570,Ferkessedougou,CI,9.6,-5.2,82.6,19,6,3.65,clear sky
571,Hare Bay,CA,48.8499,-54.0148,49.6,83,100,20.96,overcast clouds
572,Benguela,AO,-12.5763,13.4055,78.51,80,77,6.17,broken clouds
573,Eregli,TR,37.5133,34.0467,47.82,38,95,3.51,overcast clouds
574,Cap-Chat,CA,49.1001,-66.6821,33.8,64,100,42.57,overcast clouds
575,Naryan-Mar,RU,67.6713,53.087,18.91,96,100,7.72,overcast clouds
576,Miami,US,25.7743,-80.1937,85.01,67,40,4.0,light rain
577,Vanavara,RU,60.34,102.2797,-35.84,99,31,3.44,scattered clouds
578,Catemaco,MX,18.4167,-95.1167,69.26,91,94,10.31,overcast clouds
579,Mehran,IR,33.1222,46.1646,58.48,26,100,7.0,overcast clouds
580,Okakarara,NA,-20.5833,17.4333,71.62,62,99,6.73,overcast clouds
581,Barrancas,CO,10.9576,-72.7877,82.65,34,55,9.19,broken clouds
582,Bela,IN,25.9333,81.9833,58.01,53,0,2.98,clear sky
583,Talnakh,RU,69.4865,88.3972,-20.79,88,100,0.25,overcast clouds
584,Dobson,US,36.3957,-80.7226,53.55,32,0,3.44,clear sky
585,Pokrovsk,UA,48.282,37.1758,35.35,63,100,13.73,overcast clouds
586,Novoasbest,RU,57.7422,60.2877,16.27,62,100,11.59,overcast clouds
587,Suwalki,PL,54.1118,22.9309,25.23,95,95,2.77,overcast clouds
588,Xichang,CN,27.8964,102.2634,41.31,91,50,1.36,scattered clouds
589,Bethanien,NA,-26.502,17.1583,74.73,22,0,12.26,clear sky
590,Kuloy,RU,61.0305,42.4925,12.2,94,96,6.67,overcast clouds
591,Aykhal,RU,66.0,111.5,-43.89,100,100,6.62,overcast clouds
592,Vavatenina,MG,-17.4667,49.2,69.35,96,56,2.24,broken clouds
593,Hirado,JP,33.3597,129.5531,44.38,62,98,20.18,overcast clouds
594,Luanda,AO,-8.8368,13.2343,82.4,78,40,4.61,scattered clouds
595,Maarianhamina,AX,60.0973,19.9348,26.46,100,75,2.3,broken clouds
596,Tocopilla,CL,-22.092,-70.1979,68.41,68,21,5.88,few clouds
597,Clemencia,CO,10.5665,-75.325,87.17,73,100,13.73,overcast clouds
598,Owando,CG,-0.4819,15.8999,72.59,94,100,2.91,overcast clouds
599,Innisfail,AU,-17.5333,146.0333,78.35,83,28,3.78,scattered clouds
600,Teahupoo,PF,-17.8333,-149.2667,78.76,79,82,11.99,light rain
601,Kaseda,JP,31.4167,130.3167,52.84,67,70,23.33,broken clouds
602,Bezhetsk,RU,57.7851,36.6965,28.47,96,100,9.71,overcast clouds
603,Merritt,CA,50.1123,-120.7942,33.46,70,23,5.97,few clouds
604,Antsohihy,MG,-14.8796,47.9875,78.48,73,88,3.65,overcast clouds
605,Adrar,MR,20.5022,-10.0711,71.17,14,48,10.96,scattered clouds
606,Chipinge,ZW,-20.1883,32.6236,68.32,84,4,9.4,clear sky
607,Caravelas,BR,-17.7125,-39.2481,79.9,76,47,8.88,scattered clouds
608,Tula,RU,54.2044,37.6111,22.73,89,73,7.94,broken clouds
609,Talaya,RU,61.3833,152.75,-9.31,99,100,6.87,light snow
610,Wismar,DE,53.9,11.4667,45.12,98,100,3.0,overcast clouds
611,Akhmim,EG,26.5622,31.745,68.2,30,100,6.38,overcast clouds
612,Hongjiang,CN,27.11,109.9956,47.3,89,100,2.3,overcast clouds
613,Riverton,US,40.5219,-111.9391,48.43,46,1,10.0,clear sky
614,Manika,PH,11.388,122.2793,75.49,96,99,5.64,overcast clouds
615,Moengo,SR,5.6167,-54.4,73.92,99,100,2.68,overcast clouds
616,Lokachi,UA,50.737,24.6494,32.76,98,100,11.27,light snow
617,Saint Anthony,US,45.0205,-93.218,39.04,57,1,3.0,clear sky
618,Ballina,AU,-28.8667,153.5667,65.79,94,90,6.91,light rain
619,Linxia,CN,35.6003,103.2064,24.03,71,0,0.89,clear sky
620,Sapa,PH,5.1544,120.3241,79.63,84,16,3.4,few clouds
621,Kirkwood,US,38.5834,-90.4068,54.99,30,20,4.0,few clouds
622,Havelock,US,34.8791,-76.9013,58.05,54,20,7.0,few clouds
623,Constitucion,CL,-35.3333,-72.4167,61.45,55,0,19.08,clear sky
624,Lima,PE,-12.0432,-77.0282,71.85,68,0,14.97,clear sky
625,Loknya,RU,56.83,30.1467,32.22,99,100,4.63,snow
626,Steamboat Springs,US,40.485,-106.8317,43.93,70,40,0.0,scattered clouds
627,Sturgeon Falls,CA,46.3646,-79.9326,41.9,72,62,18.86,broken clouds
628,Gorodishche,RU,48.8045,44.4744,22.08,86,0,11.18,clear sky
629,Kalat,PK,29.0225,66.5916,35.67,26,4,2.98,clear sky
630,Cairo,EG,30.0626,31.2497,66.96,82,100,0.0,mist
631,Lakes Entrance,AU,-37.8811,147.981,53.17,84,8,8.23,clear sky
632,Vladyslavivka,UA,45.1667,35.3667,49.55,76,100,8.57,overcast clouds
633,Ambilobe,MG,-13.2,49.05,74.73,76,15,3.76,few clouds
634,North Augusta,US,33.5018,-81.9651,61.92,42,1,1.01,clear sky
635,Pozo Colorado,PY,-23.4923,-58.7972,92.91,42,100,11.05,overcast clouds
636,Ensenada,MX,31.8667,-116.6167,63.95,64,4,6.6,clear sky
637,Tuatapere,NZ,-46.1333,167.6833,57.81,65,70,2.26,broken clouds
638,Tiarei,PF,-17.5333,-149.3333,84.22,81,94,10.2,moderate rain
639,Khash,IR,28.2211,61.2158,45.36,34,0,4.23,clear sky
640,Marsa Matruh,EG,31.3525,27.2453,57.4,62,0,3.44,clear sky
641,Bihoro,JP,43.8228,144.1044,32.68,67,100,15.28,snow
642,Kjollefjord,NO,70.9457,27.3465,30.25,95,100,12.39,light snow
643,Ishigaki,JP,24.3448,124.1572,70.66,78,100,30.6,overcast clouds
644,Aklavik,CA,68.2191,-135.0107,-1.37,90,100,22.21,overcast clouds
645,Ranfurly,NZ,-45.1333,170.1,49.64,82,100,1.21,overcast clouds
646,Constantine,DZ,36.365,6.6147,44.01,75,75,4.61,broken clouds
647,Esso,RU,55.9333,158.7,20.35,91,100,9.51,light snow
648,Pundaguitan,PH,6.3711,126.1689,82.22,76,98,5.55,overcast clouds
649,Hearst,CA,49.6835,-83.6665,34.05,82,100,13.69,overcast clouds
650,Pangai,TO,-19.8,-174.35,80.71,74,20,11.5,light rain
651,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,80.73,83,100,5.23,moderate rain
652,Pervomayskoye,RU,43.919,46.7102,41.32,73,100,14.41,overcast clouds
653,Akdepe,TM,42.0551,59.3788,33.89,83,35,8.43,scattered clouds
654,Paita,PE,-5.0892,-81.1144,81.16,74,16,14.25,few clouds
655,Beyneu,KZ,45.3167,55.2,23.09,70,7,10.11,clear sky
656,Porto Novo,BJ,6.4965,2.6036,85.82,79,24,7.94,few clouds
657,Bristol,US,41.8334,-71.1662,47.62,43,6,5.01,clear sky
658,Roquetas De Mar,ES,36.7642,-2.6148,60.8,63,0,10.58,clear sky
659,Ugoofaaru,MV,5.6667,73.0,82.11,76,99,11.72,overcast clouds
660,Tigil,RU,57.8,158.6667,21.65,72,100,18.86,overcast clouds
661,Tulum,MX,20.2167,-87.4667,84.92,87,42,5.53,scattered clouds
662,Raytown,US,39.0086,-94.4636,56.17,26,1,3.0,clear sky
663,Ohara,JP,35.25,140.3833,58.86,64,52,6.73,broken clouds
664,Belaya Gora,RU,68.5333,146.4167,-50.6,100,68,1.1,broken clouds
665,Terre Haute,US,39.4667,-87.4139,50.05,44,1,1.99,clear sky
666,Surt,LY,31.2089,16.5887,60.67,47,40,11.92,scattered clouds
667,Mosquera,CO,4.7059,-74.2302,66.29,55,40,13.8,scattered clouds
668,Taltal,CL,-25.4,-70.4833,65.23,71,30,6.6,scattered clouds
669,Novoagansk,RU,61.9449,76.6625,-14.85,100,85,3.2,overcast clouds
670,Conde,BR,-7.2597,-34.9075,85.46,66,40,12.66,scattered clouds
671,Nabire,ID,-3.3667,135.4833,76.46,90,100,4.18,overcast clouds
672,Shakhovskaya,RU,56.0283,35.5097,26.98,97,100,11.72,overcast clouds
673,Lomovka,RU,53.9194,58.3672,5.92,91,14,2.44,few clouds
674,Sola,VU,-13.8833,167.55,81.79,80,100,14.05,overcast clouds
675,Port Hardy,CA,50.6996,-127.4199,41.76,100,90,10.36,light shower snow
676,Ipojuca,BR,-8.3989,-35.0639,84.11,72,10,9.62,clear sky
677,Sumenep,ID,-7.0167,113.8667,79.92,83,93,4.47,overcast clouds
678,Concarneau,FR,47.875,-3.9225,53.06,81,100,11.54,overcast clouds
679,Ormara,PK,25.2088,64.6357,71.55,43,100,3.65,overcast clouds
680,Solvychegodsk,RU,61.3305,46.9156,4.23,93,16,5.53,few clouds
681,Noumea,NC,-22.2763,166.4572,82.99,99,100,3.83,overcast clouds
682,Port Blair,IN,11.6667,92.75,79.79,74,61,12.73,broken clouds
683,Andra,RU,62.5147,65.8878,6.51,99,89,5.32,overcast clouds
684,Fevik,NO,58.3794,8.6766,34.09,96,100,2.55,overcast clouds
685,Lukovetskiy,RU,64.2956,41.9211,8.58,95,57,5.88,broken clouds
686,Iskateley,RU,67.6803,53.1512,18.97,96,100,7.67,overcast clouds
687,Havoysund,NO,70.9963,24.6622,31.08,98,100,13.24,light snow
688,Ivangorod,RU,59.3716,28.2162,31.78,99,100,3.29,overcast clouds
689,Garowe,SO,8.4054,48.4845,72.18,66,6,17.16,clear sky
690,Craig,US,40.5153,-107.5464,31.19,63,1,5.75,clear sky
691,Miraflores,MX,19.2167,-98.8083,67.03,34,42,3.06,scattered clouds
692,Ancud,CL,-41.8697,-73.8203,63.43,64,43,12.03,scattered clouds
693,Wakkanai,JP,45.4094,141.6739,31.62,84,100,36.15,light snow
694,Dicabisagan,PH,17.0818,122.4157,74.64,87,100,10.74,overcast clouds
695,Kismayo,SO,-0.3582,42.5454,80.1,79,22,11.18,few clouds
696,Udachnyy,RU,66.4167,112.4,-48.05,100,100,4.21,overcast clouds
697,Maniago,IT,46.1706,12.7078,38.14,75,55,5.12,broken clouds
698,Crossville,US,35.949,-85.0269,46.94,40,1,1.01,clear sky
699,Oum Hadjer,TD,13.2954,19.6966,80.42,14,63,9.53,broken clouds
700,Marawi,PH,7.9986,124.2928,67.64,95,99,2.3,overcast clouds
701,Auburndale,US,28.0653,-81.7887,86.18,58,1,1.01,clear sky
702,Gizo,SB,-8.103,156.8419,83.12,76,100,5.57,light rain
703,Ulladulla,AU,-35.35,150.4667,57.78,80,4,3.02,clear sky
